scorer,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel
individuals,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3
bodyparts,leftear,leftear,rightear,rightear,shoulder,shoulder,snout,snout,spine1,spine1,spine2,spine2,spine3,spine3,spine4,spine4,tail1,tail1,tail2,tail2,tailbase,tailbase,tailend,tailend,leftear,leftear,rightear,rightear,shoulder,shoulder,snout,snout,spine1,spine1,spine2,spine2,spine3,spine3,spine4,spine4,tail1,tail1,tail2,tail2,tailbase,tailbase,tailend,tailend,leftear,leftear,rightear,rightear,shoulder,shoulder,snout,snout,spine1,spine1,spine2,spine2,spine3,spine3,spine4,spine4,tail1,tail1,tail2,tail2,tailbase,tailbase,tailend,tailend
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
45,1.7528042981586451,1.0,0.6454325661125402,1.0,1.4065514036759428,1.0,0.8443384894736471,1.0,0.7690085903197201,1.0,1.4018947389995513,1.0,1.2081354333332572,1.0,2.5079778567612876,1.0,1.6850590977995623,1.0,3.475168324490348,1.0,1.7707816040902382,1.0,1.4527699800823295,1.0,1.104565431075338,1.0,1.0173677721272,1.0,2.164952271122631,1.0,0.6731196135097551,1.0,0.9263928556165589,1.0,2.80436148927336,1.0,1.5657275723626989,1.0,1.5642209585400193,1.0,4.280884619674032,1.0,2.4343723777648214,1.0,1.08952527094852,1.0,2.2881875274440855,1.0,1.0411458362595674,1.0,0.7196902375972444,1.0,0.8670563864598627,1.0,2.7684910013177486,1.0,2.2905104466957034,1.0,2.9290795630017823,1.0,2.077367959180206,1.0,1.33302062411513,1.0,1.9394616781640373,1.0,1.611305145157766,1.0,1.3480381235971421,1.0,1.7533699885024334,1.0
46,2.7556863039303123,1.0,2.8769003146388523,1.0,0.9119376304358983,1.0,2.794899989289349,1.0,3.3917723227279284,1.0,2.4759080026886995,1.0,0.971684034189928,1.0,1.8970445230126387,1.0,1.9133161818541846,1.0,2.201816447456057,1.0,1.6128469326848807,1.0,2.0004593135066293,1.0,2.308443869831408,1.0,1.199840222720845,1.0,1.5050696544159021,1.0,2.8996118520365117,1.0,2.527334431495924,1.0,0.7304912455276916,1.0,2.5335681527095457,1.0,2.1116817053832593,1.0,2.525487193263155,1.0,1.4597287651164002,1.0,1.53118096378965,1.0,0.4183971339871606,1.0,2.289349940991722,1.0,0.6671601297464419,1.0,1.445403545750348,1.0,1.867233595544371,1.0,2.8326485255359533,1.0,0.559762111222143,1.0,2.123640222443894,1.0,1.904323009333012,1.0,1.3762892367222996,1.0,3.304531626401949,1.0,1.5589455816556612,1.0,1.4210756115263932,1.0
47,2.1204602303374247,1.0,0.9960365846798133,1.0,1.473893147953198,1.0,3.358066155556631,1.0,4.372773060503495,1.0,4.121816115194027,1.0,5.844009015116469,1.0,3.3019113487529244,1.0,2.461771216538139,1.0,3.1928614670010766,1.0,1.5316541357997404,1.0,3.6831164999452373,1.0,1.388490464093251,1.0,2.547616771410128,1.0,4.128004859384674,1.0,1.5389072213628876,1.0,8.854172114625795,1.0,4.944414320784894,1.0,3.5474298179081227,1.0,4.46303527885176,1.0,2.0036238280926177,1.0,8.50327011273625,1.0,0.8968089591761914,1.0,0.8869292719045284,1.0,1.4232130535703418,1.0,4.420952518637745,1.0,1.480129502528557,1.0,5.443680124435362,1.0,2.331295467146825,1.0,4.310679070904253,1.0,8.23921892354125,1.0,5.365258711670933,1.0,3.391111634164717,1.0,2.6215179337025813,1.0,2.0903104675532203,1.0,,
48,0.9933214845284433,1.0,1.5917469763456773,1.0,1.3287980470533158,1.0,1.636422003069242,1.0,2.9086956351704516,1.0,1.0180919204696763,1.0,1.6297631925739458,1.0,1.8762530940981785,1.0,1.1135555645598714,1.0,2.086089305950429,1.0,1.441438461664973,1.0,2.012568500268667,1.0,4.056587842480737,1.0,1.0668477637373566,1.0,2.636344173839314,1.0,0.42531994016363606,1.0,1.5766254303872553,1.0,1.053337776759546,1.0,2.269261478878113,1.0,0.5536842691161642,1.0,0.805296929445146,1.0,2.8631972591651884,1.0,1.0569191485635518,1.0,4.421986226563709,1.0,1.2388488741359853,1.0,2.194999808865388,1.0,0.32850067831647245,1.0,1.641567439129727,1.0,1.5230949873085131,1.0,1.978113358170343,1.0,5.0609872657099615,1.0,1.7368515653070367,1.0,2.313742890366759,1.0,1.2611501875763422,1.0,2.300683846460873,1.0,1.221387748116781,1.0
49,2.2163260139248306,1.0,1.3493205697683703,1.0,6.92386842740385,1.0,6.104488594468833,1.0,5.268542492948136,1.0,2.0921075498166894,1.0,2.9080006877578293,1.0,2.7914172027842885,1.0,0.6026398398277275,0.9779999852180481,6.735838631119453,1.0,2.9788487709180522,1.0,,,2.4869437066407296,1.0,3.4261221519379337,1.0,2.454387092534534,1.0,8.324405637790791,1.0,2.1964163995017167,1.0,2.133950327444404,1.0,0.8878761174848611,1.0,0.5925959837866257,1.0,4.662001049593313,1.0,4.51140255353032,1.0,0.5375276737062451,1.0,2.0181925081616816,1.0,3.8877389315641997,1.0,4.816574522733967,1.0,3.330690168718798,1.0,6.08824497823445,1.0,1.5396083917672096,1.0,7.460171579796249,1.0,3.0581814857852896,1.0,6.735915231058075,1.0,5.306984815854924,1.0,12.041429569767537,1.0,2.1068615386119385,1.0,1.7145803388310044,1.0
50,1.1858469547121178,1.0,0.8364024151088963,1.0,2.4155423821576676,1.0,3.9469811248598465,1.0,1.9671390393157249,1.0,0.4398147337231862,1.0,2.955523642267134,1.0,2.0268542128135465,1.0,3.1673386085925888,1.0,2.6128977108660454,1.0,2.1019086564358544,1.0,,,2.8413208196189865,1.0,0.7114752279594402,1.0,1.416746978115743,1.0,2.4162079794587514,1.0,1.1197401484272735,1.0,1.4603989181042474,1.0,0.30768327871364914,1.0,0.6248719868900259,1.0,1.4146791155595246,1.0,2.4486275747854696,1.0,0.3286609194899782,1.0,2.0707199231185243,1.0,3.4952946942997456,1.0,1.2132786159823354,1.0,2.782182349219327,1.0,3.1815848252089745,1.0,1.6901298054382945,1.0,1.3112108907418236,1.0,0.7156793974958331,1.0,3.279580765890677,1.0,3.8246182816066887,1.0,1.66655482958107,1.0,3.8979610119568346,1.0,1.3838244108267508,1.0
51,1.3704601417042228,1.0,1.0129975320799152,1.0,2.904238282235117,1.0,2.771134244312259,1.0,1.4604177484541798,1.0,0.5316389752454215,1.0,1.0382124060133187,1.0,0.8978847364779173,1.0,1.377962253167593,1.0,2.42293617564908,1.0,1.2855664121312427,1.0,,,2.6937447911782186,1.0,0.6390688538804327,1.0,1.0592020581550914,1.0,2.809640546404449,0.9990000128746033,1.9214611125162204,1.0,2.482450402324294,1.0,0.21557365330666847,1.0,1.3005575727355947,1.0,2.624611197163754,1.0,0.7443634864768187,1.0,0.3415333073068782,1.0,1.0981315950285586,1.0,3.484578166722636,1.0,0.9213956804760836,1.0,4.284442670873326,1.0,2.7936107459701742,1.0,5.3005729878948165,1.0,3.4599080912648494,1.0,1.5388375482811618,1.0,1.9642415839198621,1.0,2.077804309901472,1.0,2.2145982044171757,1.0,3.1758447944197226,1.0,1.1689948673967712,1.0
52,1.6258896026483562,1.0,0.7001514121959536,1.0,2.8228165012979427,1.0,2.0339441978579575,1.0,1.4545109143626216,1.0,0.8608019516706497,1.0,2.054644738148176,1.0,0.3562878050116385,1.0,1.5979793490530412,1.0,2.835265270124,1.0,1.8030002773155724,1.0,,,2.8318109047038567,1.0,1.2088548299940776,1.0,1.5498387012847512,1.0,2.4733511679500335,1.0,2.5141728261995118,1.0,0.8946340033779067,1.0,0.2731904097877524,1.0,1.3986740149155361,1.0,0.7342438287109031,1.0,0.40428331649969507,1.0,0.5932731242858714,1.0,0.9535302826864173,1.0,3.541892149684968,1.0,2.077889554331485,1.0,1.8899211623768917,1.0,2.7356406927811348,1.0,0.9528740735270338,1.0,3.5229931876175815,1.0,0.8316736138654282,1.0,1.384494492585666,1.0,0.7376695514641406,1.0,1.6465551919082477,1.0,2.093142103026029,1.0,0.28963770472781053,1.0
53,1.3259999999999994,1.0,1.71677138839159,1.0,2.068435399039574,1.0,1.2726609917806226,1.0,1.4622137326670184,1.0,0.9252124080447758,1.0,3.5449324394126354,1.0,0.14086873322353835,1.0,4.65930346521593,1.0,3.1726003090630632,1.0,1.6783935772041163,1.0,,,2.9679833220555194,1.0,1.2543532197909795,1.0,1.4623522147553734,1.0,2.7001779570984024,1.0,2.7508911283436914,1.0,0.986164286516187,1.0,0.36335244598048616,1.0,1.6764832238945993,1.0,2.3875361230414236,1.0,1.0044896147086373,1.0,0.8456837470355365,1.0,1.7091026885474245,1.0,2.8340778041542927,1.0,2.02822508612826,1.0,0.6212889826803667,1.0,1.4681961721786372,1.0,1.900690663942991,1.0,2.3913613277796264,1.0,1.7182328130960685,1.0,3.8023425674181355,1.0,3.0533101103537135,1.0,1.6875276149366587,0.9990000128746033,1.1961949080518757,1.0,0.6288664405102216,1.0
54,2.1311980198939855,1.0,1.6215116404145806,1.0,1.318610253259083,1.0,2.2791579585452224,1.0,1.552758835106083,1.0,0.9607814527768558,1.0,2.0386000098106614,1.0,0.41522162756774067,1.0,2.172749831454197,1.0,1.4913204177484292,1.0,1.641152034395354,1.0,,,2.8255703848957405,1.0,1.0620532001740928,1.0,1.5024915973142445,1.0,2.413623002873455,1.0,0.38002146005339094,1.0,1.9908036845970385,1.0,0.5254807322823345,1.0,3.173076711501007,1.0,1.2945087206587818,1.0,1.471277048831395,1.0,1.1187510893849404,1.0,3.1736874646905022,1.0,2.4278591392418334,1.0,3.683512589906533,1.0,1.293383547135193,1.0,1.9938718614795863,1.0,1.4385134688281527,1.0,1.6056929968085425,1.0,1.5561658009350918,1.0,2.915768337848534,1.0,2.454584426698697,1.0,1.246903765332357,1.0,2.720421824999483,1.0,1.2183222069715363,1.0
55,2.412215579089067,1.0,1.2862927349557733,1.0,1.5831973976734575,1.0,2.62209477326812,1.0,1.214863366803034,1.0,1.359959558222228,1.0,3.345850713944062,1.0,0.3506479716182628,1.0,1.4629663157277413,1.0,1.8280277811471126,1.0,1.706072096952528,1.0,,,3.0911941058431713,1.0,0.9534201592162743,1.0,3.1420499255288,1.0,2.396614695774041,1.0,2.5625768281166157,1.0,0.6999667440588293,1.0,0.18283325736857078,1.0,2.113984389724833,1.0,1.1775706040785472,1.0,1.5184246092377212,1.0,0.9432565928739194,1.0,2.868103254949679,1.0,2.316860159785232,1.0,3.549281194833684,1.0,0.988947420240329,1.0,2.0211128122893074,1.0,1.90799711739826,1.0,1.7867920975871856,1.0,1.8074584365899065,1.0,3.190746621090444,1.0,2.4078781119791763,1.0,0.49440007623029414,1.0,2.408709245579585,1.0,0.6949834530404243,1.0
56,2.400910244053279,1.0,1.5523485433368418,1.0,1.6921211540548604,1.0,2.323122898169614,1.0,1.1262348778119111,1.0,1.5834910798611994,1.0,2.1873865684876077,1.0,0.3842004685057083,1.0,2.973905501019989,1.0,2.653084004738869,1.0,1.6696616423695065,1.0,,,3.684813292420602,1.0,0.6142637869840138,1.0,1.5845100189017345,1.0,2.43434755119317,0.9990000128746033,1.461633675036221,1.0,2.110207809671817,1.0,0.28373403038764505,1.0,2.257271361622319,1.0,0.9386154552132974,1.0,0.7127055026814236,1.0,0.8495557662684218,1.0,1.366661991861932,1.0,1.029376996051527,1.0,3.1219702112608116,1.0,0.6505881954047587,1.0,1.3614745682530942,1.0,2.4812416246710303,1.0,1.7529500848569595,1.0,1.2528116378769758,1.0,2.49784587194648,1.0,2.720086259387145,1.0,0.8303276560023005,1.0,2.692001164849782,1.0,1.0868900588376007,1.0
57,0.5559865106277303,1.0,1.7553395682887116,1.0,1.346979584106603,1.0,1.897779755398402,1.0,2.5505313171964787,1.0,1.4500675846318423,1.0,2.181845319906978,1.0,0.10904127658827406,1.0,1.4382325368568811,1.0,3.1553455032425473,1.0,1.5625443993691774,1.0,,,3.164930962912067,1.0,1.3435315403814996,1.0,1.413441902811325,1.0,2.5706950422016557,1.0,1.3595587519485708,1.0,1.9526353986343812,1.0,2.0689996473667542,1.0,1.7290322709916124,1.0,1.0306560705311503,1.0,2.6858925573908343,1.0,0.780462683284726,1.0,1.686695788202794,1.0,0.9485559936056408,1.0,1.9523964065805424,1.0,0.25019392478636227,1.0,1.285207133393847,1.0,1.575526895993837,1.0,1.7392596125938296,1.0,0.7067708256570793,1.0,3.6128776619199328,1.0,1.1743036052631906,1.0,3.294481923484724,1.0,2.1210935112092093,1.0,1.1276967677527423,1.0
58,1.1387712676389432,1.0,1.1924470638145765,1.0,1.2844119276929788,1.0,3.088961775801009,1.0,3.3968981438954,1.0,2.8442000632866744,1.0,2.1985643042676717,1.0,0.7570706704132875,1.0,2.185962256216122,1.0,4.986216861743879,1.0,1.720549330882436,1.0,,,4.48371464301643,1.0,2.087693703587747,1.0,2.9431853492432443,1.0,2.7870875479611454,1.0,1.2834878261985385,1.0,2.0337679316972,1.0,0.5970033500743612,1.0,2.2505334923079907,1.0,1.1400043859564926,1.0,3.5612315285586096,1.0,0.8375613410372114,1.0,6.16485920358282,1.0,2.4540957601528164,1.0,3.8299949086128136,1.0,1.6993769446476534,1.0,1.3671408120599666,1.0,3.3289932412067085,1.0,2.34621247972131,1.0,0.9696401394331904,1.0,3.4716942549711947,1.0,5.076703558988654,1.0,3.7865490885501574,1.0,1.099575653451684,1.0,1.3314601007916114,1.0
59,1.0064472166984197,1.0,2.8476005689000594,1.0,1.408656452084753,1.0,3.623180922890826,1.0,2.3433234945265244,1.0,2.9007068104170703,1.0,2.611708444677535,1.0,0.9028826058796284,1.0,3.083048192126249,1.0,1.5109720305917138,1.0,1.301391947108935,1.0,,,3.58347317556583,1.0,3.1633831573174898,1.0,1.0002879585399398,1.0,3.1166507664478957,1.0,0.42353394196922406,1.0,1.8410133079366657,1.0,0.7332298411821462,1.0,2.309194881338484,1.0,1.0830034363259728,1.0,0.5082725646737639,1.0,1.0049303458449188,1.0,1.387286920575573,1.0,1.996072393476759,1.0,1.284200140165085,1.0,2.960884327358963,1.0,0.8006353726884574,1.0,2.544376740972158,1.0,2.9781742729397114,1.0,1.8041912315494868,1.0,1.3807363977240823,1.0,3.565691661268791,1.0,1.7437344981389724,1.0,1.5711118050603172,1.0,0.8192740689171052,1.0
60,2.0889109602852844,1.0,0.8346364478022722,1.0,0.5896202167497521,1.0,1.6730549901303478,1.0,1.3498629560070234,1.0,2.2559011503166677,1.0,2.5742596994087483,1.0,0.533607533679948,1.0,1.7249234633410966,1.0,2.5156667017267753,1.0,1.3904186419923918,1.0,,,3.4304393304648264,1.0,3.203216508449021,1.0,0.6580896595449505,1.0,3.288570053990001,1.0,0.3761914406256549,1.0,1.9123726101363985,1.0,1.1514026228908747,1.0,2.018570781518478,1.0,2.356801221995654,1.0,1.1820744477400935,1.0,1.0802564510337473,1.0,0.7964602940510963,1.0,1.3416706004083245,1.0,1.2014262357714707,1.0,3.182290998636043,1.0,2.8432956230402735,1.0,2.14981161965415,1.0,3.72134988948903,1.0,2.0124017988463523,1.0,0.6780597318820752,1.0,3.287369163698515,1.0,2.3505727245397865,1.0,2.2722192821774128,1.0,1.5585483630609582,1.0
61,1.2459339489445227,1.0,1.2229312757309514,1.0,0.32405246488803224,1.0,,,2.7435052396523782,1.0,1.986366783854373,1.0,2.2423920263860873,1.0,1.5838244852255383,1.0,0.4111751451632274,1.0,0.7998712396379883,1.0,1.0820614585133388,1.0,1.5328568100119804,1.0,2.468590083428182,1.0,2.5572055060162793,1.0,3.1523721227037655,1.0,2.1771239495913854,1.0,1.241444219133134,1.0,1.8001736027394803,1.0,0.9186119964380928,1.0,2.245272811931775,1.0,0.5094398885050023,1.0,3.1712491229798343,1.0,1.3407076489675351,1.0,2.174049907430799,1.0,1.8046775335222431,1.0,1.4254911434309387,1.0,2.2219723220598255,1.0,1.6731407591712018,1.0,0.6824580573192924,1.0,1.088780969708794,1.0,0.3905124837953364,1.0,2.8089264853320577,1.0,3.144121657951534,1.0,1.2291151288630073,1.0,1.689675116701473,1.0,0.5228049349422704,1.0
62,2.0352714806629537,1.0,1.3062530382739526,1.0,1.6838470833184256,1.0,,,2.0157422950367714,1.0,1.2409093439893628,1.0,2.6320794060970147,1.0,2.298290886724304,1.0,1.5108520774715049,1.0,1.4108398208159851,1.0,2.412651860505367,1.0,0.0796303962064675,1.0,1.499173438932253,1.0,1.80689042279824,1.0,1.3796608278848956,1.0,2.24140459615216,1.0,1.5155794271498837,1.0,1.9758727185727154,1.0,1.036796026226948,1.0,2.321488531093792,1.0,2.1115160430363056,1.0,3.2941391895303647,1.0,0.7383231000043445,1.0,1.8686265009358873,1.0,0.9479799575940049,1.0,1.6522645066695945,1.0,1.991207924853613,1.0,1.7300000000000042,1.0,0.3450362299817379,1.0,1.333087393984361,1.0,0.3209750769140645,1.0,3.090786954806154,1.0,2.7089306008091323,1.0,1.7331618504917414,1.0,1.5300735276450246,1.0,0.6333158769523833,1.0
63,2.0258341491840017,1.0,0.9198141116551568,1.0,1.9873182935805715,1.0,,,1.9912307751739744,1.0,1.5933593442786562,1.0,1.975988866365381,1.0,2.0149225791578234,1.0,0.5297291760890425,1.0,0.3825232019106855,1.0,1.8748146575061655,1.0,0.5798637771063109,1.0,1.1634350003330651,1.0,1.5237250408127778,1.0,1.1162114495022764,1.0,1.0717491748845938,1.0,2.0570114243727127,1.0,1.7377413501438852,1.0,0.9426133884047897,1.0,2.3419385132833743,1.0,1.630917533169589,1.0,2.72515137194249,1.0,0.5204584517519479,1.0,2.2141574018123036,1.0,0.9800336728908864,1.0,1.042966921814919,1.0,2.554752434190049,1.0,1.6905611494412383,1.0,0.4545283269500502,1.0,1.1763099081449813,1.0,0.2898499611868343,1.0,2.6291049807871856,1.0,2.7194889225735293,1.0,1.6980356297793016,1.0,1.0870114994791806,1.0,0.6397069641640649,1.0
64,2.0474257007276084,1.0,1.012253426766232,1.0,2.279419662984406,1.0,,,2.4402141299484237,1.0,0.987877016637181,1.0,1.8287331680701793,1.0,2.140412109851746,1.0,1.4472860809114116,1.0,1.7506050382653167,1.0,1.0086114217080713,1.0,1.071579208458234,1.0,1.9048057643759841,1.0,1.8379401513650944,1.0,1.08541466730463,1.0,3.8015401171715224,1.0,1.9449598967587791,1.0,2.1803779488886845,1.0,1.971016235346601,1.0,2.91224466691935,1.0,0.7449463067899954,1.0,3.209810742084328,1.0,0.4618841846177207,1.0,2.366043321665924,1.0,1.6103803898458242,1.0,1.5093763612830267,1.0,2.2071746645881856,1.0,2.1882710069824536,1.0,1.0611776477103247,1.0,1.402620761289392,1.0,0.45811134017835337,1.0,2.8413104371046995,1.0,2.3089151132079255,1.0,1.412997522998532,1.0,0.9547114747398836,1.0,0.7206032195320505,1.0
65,2.700163143219318,1.0,5.696073823257587,1.0,2.209432732626173,1.0,,,1.9482304791784992,1.0,1.4720696315052944,1.0,1.7858961335979295,1.0,2.4960026041653034,1.0,1.1482691322159246,1.0,1.8760495729057716,1.0,0.5993204485081678,1.0,0.2368902699563646,1.0,6.868443209511939,1.0,3.5566294437289967,1.0,0.9281944839310322,1.0,2.028869187301789,1.0,2.3996793535804053,1.0,3.270877863815747,1.0,3.077459016786402,1.0,1.9997164799040903,1.0,1.4169915313790302,1.0,2.117068255867023,1.0,1.3911883409517067,1.0,2.225526454572055,1.0,1.2001108282154864,1.0,1.720748964840605,1.0,2.1239821091525184,1.0,2.47304286254807,1.0,1.2402745663763313,1.0,1.167081830892766,1.0,0.3112073263919041,1.0,2.65312042696898,1.0,1.8617628742673034,1.0,1.2628875642748234,1.0,0.9759636263713967,1.0,0.6369843012194213,1.0
66,1.7431117496100377,1.0,1.945186701983127,1.0,1.5578549354801785,1.0,,,2.0354950257861253,1.0,0.7954030424885243,1.0,1.203961793413741,1.0,2.7694665551329742,1.0,1.4735565818793661,1.0,3.0227042528173236,1.0,0.6429090137803557,1.0,0.4956823579672726,1.0,0.7365846862377755,1.0,3.415377724352067,1.0,0.83202944659434,1.0,4.607660016021928,1.0,2.560836191559319,1.0,1.4112923155746577,1.0,2.798154034359107,1.0,1.3423937574348446,1.0,1.481750316348896,1.0,2.3229916056671227,1.0,1.3851101039267493,1.0,2.1957641039055007,1.0,0.3946061327450472,1.0,1.1188677312354862,1.0,2.1623699960922393,1.0,2.4647963404711475,1.0,1.698500809537632,1.0,2.3832028868730575,1.0,0.4325840958704032,1.0,2.1276766671653706,1.0,1.7898829570673533,1.0,1.0184419472900696,1.0,0.6846495453879728,1.0,0.4882714409014765,1.0
67,1.0558855665044673,1.0,1.1661714816216024,1.0,1.1383430941504507,1.0,,,1.173447911072321,1.0,0.9562938878817537,1.0,0.9062207236650451,1.0,2.2001867195838756,1.0,1.2178641139306419,1.0,3.1129885961885333,1.0,1.079261321460205,1.0,0.2758550343930477,1.0,1.1754633129111378,1.0,2.7220734743940858,1.0,1.8562685689306921,1.0,4.370052744945358,1.0,3.03310748243448,1.0,1.8670032137090418,1.0,3.113755610191683,1.0,1.3378079084831205,1.0,2.7714725327882923,1.0,2.5418233612901036,1.0,1.2854960132182467,1.0,2.428959447994144,1.0,0.8891805216040451,1.0,2.0039126727479943,1.0,2.070107485132145,1.0,2.425230916840702,1.0,0.9961546064743494,1.0,1.5919579140165463,1.0,0.8501117573589945,1.0,1.837947224487134,1.0,1.6863842978395902,1.0,0.6987603308717583,1.0,0.4154623930032964,1.0,0.6126116224819894,1.0
68,2.062443211339382,1.0,12.974999097976042,1.0,1.464187146508222,1.0,,,1.823084199920556,1.0,2.1222085194438316,1.0,0.773745436173907,1.0,1.0716809226630652,1.0,0.6828674834841872,1.0,3.4061312364616656,1.0,2.126454325867344,1.0,0.7642002355403842,1.0,2.2490818126515486,1.0,2.4516527078686874,1.0,3.107921813688346,1.0,5.3249640890571985,1.0,2.253107409778785,1.0,1.1550069263861809,1.0,1.5980566322881473,1.0,1.301842540401873,1.0,2.1748004506160807,1.0,2.5103282653868204,1.0,0.7923944724693638,1.0,2.351238184446649,1.0,1.3212543282805425,1.0,2.0082395275464466,1.0,3.3468866129583983,1.0,2.4538877317432295,1.0,1.0153265484562373,1.0,1.1302858045644837,1.0,1.0713379485484482,1.0,1.4520003443525744,1.0,1.5156411184709737,1.0,0.468309726569913,1.0,0.347247750172708,1.0,0.4873458730716677,1.0
69,3.3099806645961176,1.0,2.5139604213272406,1.0,1.4031952822041225,1.0,,,1.0550488140365843,1.0,0.7992258754570355,1.0,0.4760178568079018,1.0,0.8382386295083468,1.0,0.6449410825804184,1.0,3.1619731181652937,1.0,0.6157548213372149,1.0,0.5355940627004797,1.0,2.9014330941795174,1.0,1.0909857927581286,1.0,2.003030703708767,1.0,2.9849992894640303,1.0,0.4622769732530847,1.0,1.7376996288196722,1.0,0.964199668118593,1.0,1.4404534008429204,1.0,2.0261539921733682,1.0,2.4074162498413463,1.0,0.6051859218455109,1.0,2.2583500614386427,1.0,0.6026284095527019,1.0,2.306666859344846,1.0,3.116631675382887,1.0,2.1729116410935503,1.0,1.0199181339696035,1.0,0.8313248462544512,1.0,1.1713317207349891,1.0,1.462702293701582,1.0,1.4837061703720276,1.0,0.757760516258253,1.0,0.15611854470241,1.0,0.39855739862657336,1.0
70,1.9432683808470963,1.0,1.297196978103148,1.0,1.8334625712023527,1.0,,,1.3736247668122448,1.0,0.606052802980065,1.0,0.8272780669158409,1.0,1.4282387755554011,1.0,0.528546119085164,1.0,3.407876905053927,1.0,1.021099897169709,1.0,0.29520331976453756,1.0,2.8530927079224133,1.0,1.238420364819658,1.0,1.9246984179346045,1.0,2.741017716566586,1.0,0.454591024988371,1.0,0.9682819837216772,1.0,0.48358763425052154,1.0,2.2937281879071922,1.0,2.1441016766935146,1.0,2.426061829385205,1.0,0.7705595369599996,1.0,2.161776352909817,1.0,0.7262981481457994,1.0,2.699082251432859,1.0,2.398238728734064,1.0,3.1314293860791085,1.0,0.3502027983897336,1.0,1.2733361692813026,1.0,1.2438279623806636,1.0,1.8453316775040405,1.0,1.4421750933919288,1.0,0.7338773739529071,1.0,0.33564415680894555,1.0,0.4114097713958559,1.0
71,1.5724811604594742,1.0,1.6958331285831074,1.0,1.4709564915387452,1.0,,,1.1422771117377983,1.0,1.1632080639335334,1.0,1.2092526617708774,1.0,2.0206644946650787,1.0,0.5771698190307711,1.0,3.55636963770641,1.0,1.4809301131383552,1.0,0.5901906471641207,1.0,2.249681088510107,1.0,1.1491388079775493,1.0,2.2137454686571534,1.0,1.74449927677875,1.0,0.9629833851110995,1.0,0.7480026737920326,1.0,0.29861346252304016,1.0,2.0120536772163797,1.0,1.8770173147842824,1.0,2.20490022450003,1.0,0.9056274068290986,1.0,2.1484291936202986,1.0,0.8902011008755647,1.0,2.7950157423528106,1.0,2.212738574707775,1.0,2.456340570849222,1.0,0.29490506947154227,1.0,1.6304468712595084,1.0,1.153087160625774,1.0,2.124046138858563,1.0,1.550164507399139,1.0,0.7540961477159218,1.0,0.4752809695327763,1.0,0.43397004504921055,1.0
72,1.1793069998944528,1.0,1.9589895354493547,1.0,2.343733133272638,1.0,,,0.34159186172975375,1.0,1.1163673230617328,1.0,1.0484512387326204,1.0,1.7709680968329182,1.0,1.399983214185082,1.0,1.1433918838263686,1.0,1.810292793997663,1.0,2.29763465329022,1.0,1.6256961585732985,1.0,2.8153331952008545,1.0,3.6302789149044687,1.0,1.6141865502539332,1.0,0.4342257477395873,1.0,0.3219503067244739,1.0,0.1848594060360443,1.0,1.9992741182739193,1.0,2.010346487548803,1.0,2.0317787773279714,1.0,0.9324054911893193,1.0,2.1322499853441204,1.0,0.987328212905899,1.0,2.7921613492059945,1.0,3.261050444258676,1.0,2.4261304581575818,1.0,0.3626927073984161,1.0,1.1694827916647417,1.0,1.0963015096222355,1.0,1.8581119449591676,1.0,1.4613134502905514,1.0,0.9379648181035604,1.0,0.2880017361058722,1.0,0.2645694615786388,1.0
