scorer,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie
individuals,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
bodyparts,BL1,BL1,BL2,BL2,BR1,BR1,BR2,BR2,Body1,Body1,Body2,Body2,Body3,Body3,FL1,FL1,FL2,FL2,FR1,FR1,FR2,FR2,Front,Front,Left,Left,Middle,Middle,Right,Right,BL1,BL1,BL2,BL2,BR1,BR1,BR2,BR2,Body1,Body1,Body2,Body2,Body3,Body3,FL1,FL1,FL2,FL2,FR1,FR1,FR2,FR2,Front,Front,Left,Left,Middle,Middle,Right,Right
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8502576080223992,0.9700000286102295,4.066621447835997,0.9990000128746033,3.9287466194703744,0.9990000128746033,,,3.99881107330666,0.9940000176429749,4.410239222536574,0.9980000257492065,2.2348881403774876,0.996999979019165,2.5401868041544025,0.9789999723434448,4.721489701354868,0.9900000095367432,4.816698039113504,0.9810000061988831,,,3.297112979562585,1.0,2.8594106036034765,0.996999979019165,4.069523927930637,1.0,4.111645534332923,1.0
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45351926714548,0.9980000257492065,3.016175227005244,1.0,12.762413447306901,0.9909999966621399,14.111406060347068,0.9990000128746033,25.570184844853998,0.9990000128746033,,,,,11.591328871186436,0.6940000057220459,8.199844937558272,1.0,,,18.116600343331537,0.781000018119812,9.372453360780204,0.9929999709129333,8.443068458800994,0.9810000061988831
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.543803747387825,0.996999979019165,,,3.112537871255548,0.9990000128746033,,,1.5032740934373734,0.9990000128746033,3.263718737881704,1.0,1.5211581114400754,1.0,1.8772277432426847,0.9950000047683716,0.3561684994493648,1.0,3.746220762315002,0.9990000128746033,1.287754635013971,1.0,2.0785466076083,1.0,2.4446318741274737,1.0,4.940955575594682,1.0,1.9974446175050649,1.0
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.541177221493649,0.996999979019165,,,3.0339129849091147,0.9959999918937683,,,2.6535419725340392,0.9959999918937683,3.810378590114117,0.9980000257492065,3.8106566363292136,0.9990000128746033,1.6356258740922287,1.0,,,1.5594101448945448,0.996999979019165,4.0167892650722825,0.9950000047683716,2.9060450787969754,1.0,1.4328353010726627,1.0,1.5126195820496555,1.0,3.7450277702575288,1.0
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1505469366444916,0.968999981880188,1.9530010240652607,0.9940000176429749,4.180031698444399,0.9980000257492065,,,,,3.3520086515401393,0.996999979019165,,,4.251294861568637,0.9800000190734863,0.8743208793114775,0.9950000047683716,2.0032942869184343,1.0,2.09299713329953,1.0,0.5509564411094588,0.9909999966621399,1.583551704239547,1.0
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3397268378292873,0.996999979019165,,,,,2.9815138772107095,0.996999979019165,,,,,4.001062358924182,0.996999979019165,4.656609603563508,0.9959999918937683,1.9016037967988753,0.9980000257492065,1.6406541378364978,0.9990000128746033,0.929563876234454,1.0,0.626700087761275,1.0,2.0136546377172024,1.0,3.64506515716794,1.0
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.071831315527382,0.9980000257492065,,,2.3074542248980885,0.9980000257492065,,,0.9238625438884498,1.0,3.9173415730569165,0.9959999918937683,3.8543733602234136,0.9120000004768372,2.449063698640756,0.9990000128746033,,,0.1964688270438857,0.9950000047683716,,,,,3.398649731878806,0.9990000128746033,1.3581549985181978,1.0,2.722364413519999,1.0
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.378353422012814,0.9789999723434448,,,0.10065783625729244,0.9980000257492065,,,2.550390754374707,0.996999979019165,2.1908413908815825,0.9980000257492065,3.1810880214165604,0.9980000257492065,0.4702775776070893,1.0,1.7364046187452915,1.0,3.2338424513262822,1.0,,,1.9727767233014477,1.0,1.0217675860977462,1.0,1.7632143942243563,1.0,0.5063328944478968,1.0
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.943160943471073,0.9940000176429749,,,,,0.9251945741302269,0.9909999966621399,2.7015375251882094,0.9990000128746033,5.439572869260977,0.9980000257492065,6.396289940270069,0.9700000286102295,2.605552724471344,1.0,2.8404013800869863,1.0,1.929896629356098,0.9990000128746033,4.115729097013073,1.0
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6098574471051776,0.9980000257492065,1.0922133491218828,1.0,3.491605075033535,0.9990000128746033,,,3.402237499058519,1.0,2.9943216260114878,0.9990000128746033,0.9722597389586953,0.9990000128746033,1.6227005268995118,1.0,,,1.6674138658413533,1.0,3.186715707432955,0.9929999709129333,0.5123055728761808,1.0,1.4539659555849278,1.0,1.2485711833932358,1.0,3.9606186385462356,1.0
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.80398158088025,0.39399999380111694,2.920239202531198,0.9959999918937683,39.35980439483915,0.4620000123977661,4.155686826506525,0.9959999918937683,4.110616498774843,1.0,2.450538104172199,1.0,1.677083778467862,1.0,2.3097748808054885,1.0
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.602485926955215,0.9890000224113464,,,3.1824746660421535,0.9959999918937683,1.0304372858160773,0.9990000128746033,0.9892810520777401,1.0,2.9005578773746343,0.9890000224113464,3.987910229681727,0.9950000047683716,,,,,2.891661114307846,0.9929999709129333,5.8328179296117435,0.9639999866485596,2.244370735863404,1.0,3.32716846582798,0.9929999709129333,3.6400968393711857,0.9929999709129333,1.8419147645860092,0.9990000128746033
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.191535518160364,0.9940000176429749,,,3.388711849656151,0.9990000128746033,,,3.837453582781154,0.9990000128746033,6.362551060698832,0.9980000257492065,7.127670937971242,0.921999990940094,1.7682378233710485,1.0,2.868948239337901,0.9990000128746033,,,2.182348505624184,0.9990000128746033,0.7510106523878104,1.0,2.820580436718637,1.0,2.413092621512906,0.996999979019165,4.499503972661856,0.9990000128746033
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.702093725051776,0.9980000257492065,,,5.095406264469976,0.8980000019073486,,,3.8704967381461484,1.0,4.491864646224346,0.9980000257492065,7.5570958046064325,0.996999979019165,7.269509612071501,0.9980000257492065,,,21.431762340041022,0.9950000047683716,,,4.752908267576815,1.0,1.4394360006613784,1.0,1.6536508095725415,1.0,4.111026757392829,1.0
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7958597961986857,1.0,3.5210187446249295,0.9959999918937683,3.987473510883812,0.9959999918937683,2.8105275305536397,0.9940000176429749,0.2228003590661338,1.0,1.8571343516288787,1.0,2.347365544605283,1.0,3.3293488852927493,0.9980000257492065
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0213375834981,0.22200000286102295,8.43532868357836,0.9769999980926514,,,3.5217366454634362,0.9990000128746033,4.754639418504825,1.0,2.2283469209259175,0.9980000257492065,4.597077876216602,0.996999979019165,7.172307020757005,0.9990000128746033
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.764373369703186,0.9919999837875366,,,12.604557350418924,0.9929999709129333,,,7.0507032273383885,0.9990000128746033,5.385214016174311,0.9990000128746033,3.3631379692186223,0.9950000047683716,1.9206754020395855,0.9959999918937683,,,4.983691904602445,0.996999979019165,,,2.394290291506024,1.0,2.5138657482053373,1.0,2.487534120369019,1.0,2.707631621916105,1.0
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95752973403634,0.9700000286102295,,,2.322015073163845,0.9980000257492065,,,1.3256998151919632,0.9990000128746033,4.418532448675706,0.9990000128746033,5.078732223695208,0.9959999918937683,1.6493301670678324,1.0,,,4.175527391839237,0.9980000257492065,,,,,1.9123328685142722,1.0,3.372837381197,1.0,2.810506182167188,1.0
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.879392296996028,0.996999979019165,1.2547924131106398,0.9990000128746033,2.15210246038612,0.9980000257492065,1.5116471149047863,0.996999979019165,3.618861837650061,0.9990000128746033,,,,,3.5580394882575255,0.9919999837875366,3.2764641002153523,0.9950000047683716,6.53148719664977,1.0,0.1444610674195487,1.0,3.13746792812294,1.0,0.4318066697029982,1.0
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.630764706109074,0.984000027179718,,,3.1656173173648305,0.9950000047683716,3.2228338461670716,0.996999979019165,1.975010126556328,1.0,3.681496027432331,1.0,2.510306754163736,0.996999979019165,2.1718918020932754,0.9909999966621399,2.5256652588971376,0.9990000128746033,2.9330743256862677,0.9990000128746033,5.682779953508676,0.9980000257492065,1.5543809056984645,1.0,0.5461364298414741,1.0,1.6103670389075802,1.0,1.4574347326724315,1.0
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.930380791450211,0.9919999837875366,,,4.0192075089499895,0.996999979019165,,,2.027666639267894,1.0,2.6222366407324826,0.9990000128746033,6.327825534889544,0.9980000257492065,3.26049382762794,0.9959999918937683,3.102478041823993,1.0,2.236720814048978,1.0,,,2.20116423739803,1.0,2.802174334333953,1.0,1.058172953727326,1.0,1.4901036876674048,1.0
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.147989121977622,0.9610000252723694,,,5.112273955883064,0.9950000047683716,,,4.239670034330496,0.996999979019165,1.7775404355457112,1.0,2.8014460551650715,0.9950000047683716,7.417760982938197,0.9470000267028809,0.9256921734572402,1.0,5.321823465692914,1.0,,,2.8563047806562936,1.0,3.546299620731434,1.0,3.867971302892521,1.0,3.037518065789898,1.0
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.381852840797486,0.9980000257492065,,,3.9269672776839006,0.996999979019165,,,3.188667590075833,1.0,1.951109684256616,0.9980000257492065,1.2542491777952451,1.0,1.0300490279593426,0.9980000257492065,,,1.5603589330663545,1.0,,,5.245285978857605,1.0,0.9612517880347604,1.0,4.23541839727788,1.0,2.9119156924609015,0.9990000128746033
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1460859810246546,0.9990000128746033,,,8.496529409117588,0.9950000047683716,,,4.633595795923528,0.996999979019165,15.139796828227258,1.0,3.2004007561553887,1.0,5.806696995711067,0.9860000014305115,,,13.520495922857286,0.9850000143051147,,,5.421332031890307,1.0,1.8080467361216008,1.0,1.666489723940692,1.0,4.495043715026576,1.0
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05220941767067,0.9860000014305115,2.913034328668302,0.9959999918937683,2.2444262072966397,0.9929999709129333,,,3.1213987249308794,0.9990000128746033,0.7416852432130393,0.9950000047683716,5.209899039328876,0.9940000176429749,9.643834921855527,0.9950000047683716,1.1032792031031786,0.996999979019165,5.2794923998429795,0.996999979019165,3.358243886319147,1.0,1.99519347432774,1.0,1.251765153692986,1.0,1.8609857602894266,0.9990000128746033,2.4671611216132456,1.0
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.322845166419876,0.9959999918937683,4.089691064126973,0.9990000128746033,,,,,5.754823368271175,0.9860000014305115,,,,,2.2319464599313426,1.0,0.4518683436577625,0.9990000128746033,,,0.813600024582112,0.9990000128746033,1.2827041747807708,1.0,0.8311738686941631,1.0,5.239745413662784,0.9940000176429749,5.086948397615229,1.0
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6352718428444848,0.9950000047683716,,,,,1.4154183127259414,0.996999979019165,0.8664900461055669,0.9980000257492065,,,,,4.46673448953484,1.0,3.1737879576304264,1.0,5.494983348473405,1.0,1.2980034668674714,1.0
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.74551694802129,0.9020000100135803,,,32.886121206369126,0.6169999837875366,,,12.738267150597842,0.9950000047683716,8.658316811020471,0.9419999718666077,4.78912570309026,0.9369999766349792,7.526382929402436,1.0,6.313581630105046,0.3089999854564667,1.966705112618552,0.968999981880188,12.086157784837987,0.7620000243186951,3.5845034523626897,1.0,4.583174554825522,1.0,10.567062032561358,1.0,4.337424350925339,1.0
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.492806049415001,0.9909999966621399,,,1.0988161811695707,0.996999979019165,0.6860327980497488,1.0,0.4570831434214203,1.0,0.24078621222984303,1.0,4.324886241278498,0.9990000128746033,1.6783920876839487,0.9950000047683716,,,3.068389805745029,0.9869999885559082,1.4815410895415637,0.996999979019165,1.7842673566481018,1.0,0.5961560198471529,1.0,1.0916414246445691,1.0,1.1397530434265397,1.0
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7276898650689736,0.996999979019165,,,5.960820497213445,0.9819999933242798,,,2.304739898556879,1.0,5.324252811428096,1.0,3.5336159949830614,0.9900000095367432,5.936235928599878,0.9319999814033508,5.844176332042014,0.9990000128746033,7.480963574299774,1.0,,,3.9498203756626697,1.0,0.91205701576162,1.0,1.8372163726681752,1.0,1.5681409375435875,1.0
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1686000171145108,1.0,,,0.1553319027115818,1.0,1.1207698247186815,1.0,0.6760894911178426,0.9980000257492065,2.652653388590378,0.9990000128746033,2.725224577901797,0.9909999966621399,1.024420323890551,0.9990000128746033,,,1.5368711722197221,1.0,1.985519831177736,0.9990000128746033,2.2884092728356147,1.0,0.9167649644265533,1.0,2.6129343658040978,1.0,2.8275572496414605,1.0
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8370176241962364,0.9929999709129333,,,3.931111420450964,0.9959999918937683,6.234729905938173,0.968999981880188,3.486981502675341,0.9750000238418579,4.2240829774046995,1.0,6.930948059248482,0.9829999804496765,3.5663400006168766,0.9950000047683716,4.018647036006036,1.0,2.0603468154657927,0.9990000128746033,3.3745436728541596,0.9990000128746033,2.068428630627605,1.0,3.319194631232087,1.0,3.864407457812916,1.0,1.4116068857865465,1.0
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03023200324746,0.9919999837875366,,,2.7630432497519943,0.9990000128746033,2.3594001356276797,0.9980000257492065,0.8975388570975693,0.9959999918937683,3.2602453895374106,0.9990000128746033,4.116478592195029,0.9959999918937683,1.7593683525629167,0.9950000047683716,6.765048558584035,0.9990000128746033,3.619423849178187,1.0,2.0090365850327467,1.0,0.86312513577116,1.0,3.4988255172271834,1.0,0.8614505209238803,1.0,0.15907859692616524,1.0
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.385774151873257,0.9670000076293945,4.6570841736004756,0.8659999966621399,1.300240362394599,0.9819999933242798,8.195237946515025,0.9980000257492065,2.5015615123358717,0.9700000286102295,4.883205914151076,0.9390000104904175,,,3.5100890302099086,0.9869999885559082,,,3.2217115016711326,1.0,3.9325475203740345,0.9940000176429749,2.7544729078355386,1.0,5.094205335476768,1.0
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6775752090277374,0.996999979019165,,,3.9800227386285205,0.9340000152587891,,,5.654893986627875,0.9990000128746033,2.224775494291499,0.9990000128746033,2.077526654461994,0.9750000238418579,2.0314096091138287,0.9980000257492065,3.518330570028929,0.9909999966621399,,,0.8638338960702974,0.9990000128746033,2.3136553330174365,0.9950000047683716,3.170462742250729,1.0,4.140483546640426,0.9990000128746033,5.022321873396815,0.9990000128746033
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74108874527188,1.0,,,2.6405690674549716,0.9509999752044678,3.9583008981127454,0.9990000128746033,2.539601543549681,1.0,1.8581671076628046,0.9990000128746033,2.9556794481134165,1.0,1.916393748685286,1.0,,,3.53964885264061,0.9990000128746033,,,,,4.279834108934606,1.0,1.6750671628326055,1.0,3.383477057702652,1.0
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.593305654557726,0.22599999606609344,,,26.899311887109672,0.972000002861023,9.94430138320436,0.5669999718666077,2.9003829057557406,0.03099999949336052,3.888045395825511,0.6209999918937683,2.555298221343256,0.44999998807907104,14.158966523019952,0.4690000116825104,2.4295211462344097,0.9990000128746033,6.081785017575017,1.0,2.3283867805843523,1.0,2.6857270896351473,1.0,3.869490018077335,1.0
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.774731911010393,0.949999988079071,,,,,,,5.020924217711338,1.0,1.3199321952282088,0.9929999709129333,3.7678170072337553,0.9919999837875366,2.6905705714587436,0.9990000128746033,6.251041273259981,0.996999979019165,,,5.996019012644998,0.9990000128746033,,,4.10903261121156,1.0,4.13978598480646,1.0,2.3342487014026374,1.0
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1483726399300527,0.996999979019165,2.9878696424040965,1.0,,,,,3.19423245866673,1.0,3.366927382644321,1.0,0.5099068542390939,1.0,3.2255232133717526,1.0,,,0.8911907764334139,1.0,,,2.320423452734443,1.0,2.3454824663595377,1.0,6.925820240231469,1.0,3.872746441480512,1.0
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8942528870243196,0.9990000128746033,,,,,,,4.2151916919637324,0.9990000128746033,,,,,3.641670221203456,0.9959999918937683,3.4048192316186228,0.9990000128746033,3.272222791926013,0.9850000143051147,0.9092001979762264,0.996999979019165,2.579276255076242,1.0,1.417207465405118,1.0,2.6566145749807246,1.0,1.9706973385073625,1.0
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.482634060592644,0.9919999837875366,,,6.013967159870442,0.9990000128746033,2.9182009869095964,0.996999979019165,5.703759900276318,0.9990000128746033,1.9487360005911565,0.9980000257492065,0.7093835351909333,0.996999979019165,5.245250041704406,0.9860000014305115,,,1.380602766910168,0.9990000128746033,,,,,1.8191976253282949,1.0,4.397877328894011,0.9980000257492065,1.6731745276569274,1.0
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8306726190262859,0.9980000257492065,,,3.92395731373315,0.9950000047683716,,,2.9756560621147035,0.9990000128746033,0.3380000000000092,0.996999979019165,0.8752782414752264,0.9990000128746033,1.0992693027643272,0.9990000128746033,3.218056090250748,1.0,1.0919798532940006,0.9990000128746033,,,,,1.3263562869757324,1.0,2.4545502643050425,1.0,5.357028000673528,0.9990000128746033
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5184158728474735,0.9860000014305115,,,0.9770342880369943,0.9980000257492065,,,0.6295180696374165,0.9990000128746033,3.837473778412057,0.996999979019165,2.7242121796952494,0.9980000257492065,1.380922879816255,0.9980000257492065,,,3.3870653964752613,0.9980000257492065,,,,,4.473042029760054,1.0,3.1504745674263055,1.0,4.220517503813935,1.0
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42157071336342,0.9959999918937683,,,2.084063578684681,0.9980000257492065,,,7.854465799785499,1.0,2.964840130597247,0.9990000128746033,6.061411799242829,0.9990000128746033,17.302869733081877,0.9850000143051147,7.676771456803964,0.7160000205039978,15.543868823430058,0.9959999918937683,,,,,5.925314000118485,0.9980000257492065,7.644996533681344,1.0,2.322463562685123,1.0
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.526659032885057,0.9929999709129333,,,,,1.054713231167602,0.9900000095367432,4.854947579531631,0.9959999918937683,1.2224639053976118,0.9769999980926514,4.633412781093433,0.9950000047683716,3.1342239868905386,1.0,2.998424419591061,1.0,2.554009592777587,1.0,5.0822244145649575,1.0
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.466216900734678,0.9959999918937683,,,2.888297076133254,0.9990000128746033,,,1.323615125329115,0.9990000128746033,5.062267081061612,1.0,0.7425476415692203,1.0,0.47780853906139675,0.9879999756813049,,,0.312699536296413,0.9990000128746033,,,,,2.2326150586251843,1.0,3.7147775168911443,1.0,1.4175390647174453,1.0
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98026833266301,0.9860000014305115,,,5.348246161126086,0.9589999914169312,5.616158473547543,0.9990000128746033,10.339370967326797,0.9990000128746033,11.680849369801834,0.9129999876022339,4.324176915899744,0.9760000109672546,11.04838164619596,0.9430000185966492,,,5.844237503729658,0.9990000128746033,,,,,6.861022154169153,1.0,2.105891972538022,1.0,5.538078367087273,1.0
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.519131906378041,0.9890000224113464,8.799509815893158,0.9879999756813049,,,,,,,11.865057690546651,0.8880000114440918,2.8027415150170287,0.9539999961853027,3.6971271279197193,1.0,5.213153076593841,1.0,3.80900879494915,1.0,3.9199577803849013,1.0
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.80212062552631,0.9990000128746033,1.775677898719249,1.0,1.8554072329275975,0.9900000095367432,2.6602932169217777,0.9990000128746033,1.6573623623094602,0.9980000257492065,1.1115992983085319,0.9779999852180481,1.7328130308835825,0.9990000128746033,1.1956575596716832,1.0,2.33371227875247,1.0,3.120036698502098,1.0,2.0037105579399537,1.0,1.3966617342792835,0.9990000128746033,2.1655410409410267,1.0
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.942048952718558,0.9779999852180481,,,9.888153771053515,0.9959999918937683,,,6.901395221257797,1.0,4.2902365902127,0.9649999737739563,4.693548870524332,0.9940000176429749,6.287165498060328,0.9980000257492065,,,3.8547302110523844,0.9829999804496765,,,2.4672626532252426,1.0,1.4456517561294058,1.0,3.4369244972794837,1.0,2.455148060708343,1.0
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.734957366885992,0.9520000219345093,,,,,5.605133807501824,0.9729999899864197,,,3.760293738526278,0.26100000739097595,,,0.4399318128983274,1.0,5.520168928574568,1.0,3.09884962526419,0.9990000128746033,1.0025816674964743,1.0
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.452114666088468,0.9950000047683716,,,3.1794133106596716,0.9800000190734863,,,2.591596419198003,1.0,3.215345238073217,0.9990000128746033,3.7405706783858506,0.9950000047683716,3.7043244998245024,0.9990000128746033,,,1.6513297671876321,0.9990000128746033,,,,,1.1545085534546755,1.0,2.313108946850526,0.9990000128746033,3.877300220514287,1.0
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.467872803933909,0.9959999918937683,,,11.822621748157214,0.9419999718666077,,,4.707170912554572,0.9430000185966492,9.992513647726506,0.9990000128746033,19.651724326379085,0.9750000238418579,32.76834869199241,0.718999981880188,2.366431279374051,1.0,7.89723559228161,0.9769999980926514,,,2.107213562978363,1.0,2.818550868797674,1.0,2.9176089525500175,0.9990000128746033,4.456077759644695,1.0
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8498379186661764,0.9940000176429749,,,3.0696248956509327,0.9909999966621399,,,3.606523533820334,0.8980000019073486,4.631184837598267,0.9980000257492065,1.173716320070578,0.996999979019165,4.670741696989875,0.9509999752044678,4.470430963564914,0.9039999842643738,5.408279023867037,0.9959999918937683,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.742655058087185,0.9929999709129333,,,3.162040006072041,0.9869999885559082,,,1.3610132255051777,0.9990000128746033,0.12445882853376797,1.0,4.131401820205835,0.9869999885559082,2.7870077143775616,0.996999979019165,,,6.499755456938358,0.9900000095367432,,,4.310744019308058,1.0,0.9378464693114934,1.0,0.9710787815620537,1.0,0.5314329684917746,1.0
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3419869596981828,0.9729999899864197,3.246421106387769,0.9990000128746033,5.730632862084249,0.9909999966621399,2.210745575592084,0.9729999899864197,2.272194093822074,0.9890000224113464,,,,,4.382407785681284,0.9990000128746033,3.8528545261922433,0.984000027179718,1.2877530819221665,0.9990000128746033,1.321518066467493,0.9599999785423279,2.6676225370168103,1.0,0.9955847527960653,1.0,1.5397743341152474,1.0,0.8330486180290109,1.0
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2309059101125097,0.9900000095367432,,,2.0028082783931276,0.9900000095367432,,,2.737054803981836,0.9990000128746033,1.6548504464150189,1.0,2.6203621887059816,0.996999979019165,2.038941882447866,0.996999979019165,,,2.5757338760050628,1.0,,,1.8202703095969013,1.0,1.3585654198455133,1.0,1.549386007423594,1.0,2.7567085446234407,1.0
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.071097686495826,0.9819999933242798,5.133227055176883,0.9980000257492065,2.828721972905768,0.9480000138282776,,,2.5682963224674897,0.9980000257492065,1.8625340265348338,1.0,6.732971186630753,0.996999979019165,4.011574877775569,0.9990000128746033,4.5576153852645405,1.0,3.1675070639226552,0.9959999918937683,,,2.993730114756501,1.0,0.8011597843127056,1.0,2.0316663111839977,1.0,0.938023986900136,1.0
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.837109880910308,0.9990000128746033,4.783442797818323,0.9980000257492065,0.596192083141011,0.9919999837875366,3.896825631202917,1.0,1.7932119227799144,0.9990000128746033,,,,,2.823870570688383,1.0,2.542122144980439,1.0,,,,,3.687556508041587,1.0,1.6908001064584657,1.0
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5412117188459393,0.996999979019165,,,3.4169427855906678,0.996999979019165,3.882005280779485,0.9869999885559082,2.4210107393400864,0.9990000128746033,1.5963975068885665,0.9990000128746033,4.665975246398092,0.9980000257492065,4.813268743795626,0.9990000128746033,,,2.0874644907159348,0.9990000128746033,,,,,1.9489630576283508,1.0,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.417014648572957,0.9950000047683716,3.459151485552497,0.9869999885559082,3.306715742243364,0.9990000128746033,4.627282679932165,0.9980000257492065,,,,,1.7924536256204728,0.996999979019165,2.1301748754503658,1.0,1.8814422659226073,0.9879999756813049,1.6992307082912672,0.9900000095367432,2.3342838302143107,1.0,1.9876966569373924,1.0,4.534433261169443,0.9990000128746033,2.445254996927722,1.0
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9601800937668872,0.9990000128746033,,,2.4614648077923253,0.9990000128746033,,,1.917292100854737,0.9990000128746033,2.388115993832795,1.0,0.4870174534860115,0.9990000128746033,0.2764814641164851,1.0,,,3.298445846152384,1.0,,,2.219894817328069,1.0,1.3634852401107846,1.0,3.0069906883793363,1.0,4.203289307197396,1.0
