scorer,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie
individuals,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
bodyparts,BL1,BL1,BL2,BL2,BR1,BR1,BR2,BR2,Body1,Body1,Body2,Body2,Body3,Body3,FL1,FL1,FL2,FL2,FR1,FR1,FR2,FR2,Front,Front,Left,Left,Middle,Middle,Right,Right,BL1,BL1,BL2,BL2,BR1,BR1,BR2,BR2,Body1,Body1,Body2,Body2,Body3,Body3,FL1,FL1,FL2,FL2,FR1,FR1,FR2,FR2,Front,Front,Left,Left,Middle,Middle,Right,Right
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
3478,0.7791078230899819,1.0,,,3.8723597456847942,0.9800000190734863,,,1.4058837078506803,0.996999979019165,1.0487444874706167,1.0,0.4835959056898683,0.9950000047683716,2.87334735108723,0.9980000257492065,2.4533008376471126,0.9990000128746033,0.7204401432457799,0.9879999756813049,1.943605412628795,0.9980000257492065,1.8039980598659178,1.0,3.149507898069163,1.0,1.6779705003366443,1.0,3.1630314573206464,1.0,3.411159626871767,0.9929999709129333,,,4.928397406865644,0.9980000257492065,,,6.099952130959694,0.9990000128746033,0.7095421058682684,0.9990000128746033,6.198541763995783,0.9959999918937683,1.8561551659276818,1.0,2.895364916551949,0.9990000128746033,2.3206535717336068,0.9959999918937683,5.353188302311054,0.9980000257492065,6.5841324409522635,1.0,4.009991521188055,0.996999979019165,2.8964813135941294,1.0,1.8334123922347636,1.0
3479,3.737154264945474,0.9710000157356262,2.3695843517376782,0.9990000128746033,0.4058990022160688,0.9980000257492065,,,5.909084531465101,0.9769999980926514,1.4174360655775602,0.9950000047683716,3.8464113144592167,0.9900000095367432,2.8472671107572607,1.0,1.95938587317557,0.9940000176429749,1.9521475354081077,0.9990000128746033,,,2.180771423143661,1.0,1.0889784203555253,1.0,0.6383181025162928,1.0,1.6901340183547584,0.9990000128746033,1.143104544650248,0.9990000128746033,,,1.9184264385167384,0.9990000128746033,1.9381003585985834,0.9990000128746033,2.431630934167458,1.0,2.2576148918715213,1.0,2.613848694932446,0.9990000128746033,3.0031924680246602,1.0,,,2.4510002039983614,1.0,,,,,4.626119107848412,0.996999979019165,2.730046886044295,1.0,1.8722847005730763,1.0
3480,3.2334022329428955,1.0,,,2.4010974574140107,0.996999979019165,1.5951582993546711,1.0,5.370966114210727,0.9990000128746033,1.905546640730688,0.9990000128746033,1.5270366727750688,0.9990000128746033,1.9990942949245827,0.9990000128746033,,,2.685889982854843,0.9980000257492065,,,4.159073214070652,1.0,1.734104091454725,1.0,1.4250350872873374,1.0,1.7966212733906903,1.0,0.47590860467109825,0.9990000128746033,,,1.614309140158724,0.9990000128746033,,,4.358068953102962,1.0,1.482245931011449,1.0,3.0415844555099896,1.0,2.488878462279749,0.9890000224113464,,,3.179190620268006,0.9959999918937683,,,3.385446794737727,1.0,1.4543056762592865,1.0,1.6580500595579144,1.0,2.9793551315679165,1.0
3481,3.262748687839748,0.9779999852180481,3.6896192215457533,1.0,2.518438007972415,1.0,,,5.108440270767583,0.9980000257492065,3.590142058470667,0.9990000128746033,4.29440438244932,0.9990000128746033,1.5344696152091204,0.9990000128746033,1.9642932571283687,1.0,,,,,4.084927049532231,0.9990000128746033,4.577188875281402,0.9990000128746033,,,,,4.0251734124134195,0.9779999852180481,1.737780193235037,1.0,3.9016951444212156,0.9990000128746033,,,3.9864435277575407,1.0,0.1588615749638593,1.0,2.314777959114004,0.9990000128746033,4.139050374180052,0.9990000128746033,,,4.221774508426524,1.0,,,5.3411812363933215,1.0,3.429313925554212,1.0,2.8440908916559007,1.0,2.7028386929300954,1.0
3482,2.700187030559186,0.9990000128746033,9.083329180427185,0.5120000243186951,4.883957616523714,0.9959999918937683,2.0506272211204135,0.9990000128746033,8.004455821603365,0.9980000257492065,,,,,2.999525629162035,0.9990000128746033,2.6690140501690736,0.9990000128746033,,,,,,,,,,,,,4.3603922988648645,0.996999979019165,,,4.904595600046965,0.9909999966621399,,,5.0381513474686175,1.0,2.0407297714298354,0.9950000047683716,1.5997112239401279,0.9929999709129333,4.607405018011756,1.0,,,2.4820582184952733,1.0,,,2.8744475991049208,1.0,3.374706061274087,1.0,0.5929797635670105,1.0,2.347787469086581,1.0
3483,2.6157547667929375,1.0,2.793124773439228,0.9909999966621399,1.69348900203102,0.9950000047683716,4.671207552657013,0.9860000014305115,,,3.5652245371084277,0.9990000128746033,3.340607130447989,0.9539999961853027,2.2371414796565845,0.9940000176429749,,,0.6938659812960923,0.9629999995231628,2.8077813305170336,0.9819999933242798,,,,,,,,,3.2819765386120756,0.9890000224113464,,,4.120231182834284,1.0,,,1.4672327695359089,0.9900000095367432,5.227135735754357,0.9990000128746033,1.733048758690884,0.9980000257492065,3.3455320951980165,0.9990000128746033,,,1.2510283769763142,1.0,,,,,6.007818322818999,0.9929999709129333,2.962452531265267,1.0,1.4390121611716884,1.0
3484,5.784825062177743,0.9909999966621399,,,4.674715071531075,0.9990000128746033,,,5.005700150828068,1.0,3.619313747107326,1.0,8.701615999341739,0.9890000224113464,2.0625130302618815,0.9990000128746033,,,1.9773540401253495,0.996999979019165,,,,,3.5962937866642495,1.0,1.6161590268287156,1.0,0.8967719888578349,1.0,2.393702780213088,0.996999979019165,,,1.6974975699540544,1.0,,,2.62535483316065,1.0,1.5878504337625847,0.9990000128746033,1.2074125227112578,1.0,3.898721841834835,0.9980000257492065,,,1.1316722140266586,0.9940000176429749,,,,,2.419451384095174,1.0,2.1154408523993236,0.9990000128746033,,
3485,13.135581601132076,0.9829999804496765,,,10.384405327220234,0.9819999933242798,,,10.895108351916468,0.9980000257492065,13.901103049758307,0.9980000257492065,4.270481003353163,0.9980000257492065,18.819791337844304,1.0,,,0.7073704828447364,0.9990000128746033,,,12.221209187310388,0.9829999804496765,,,2.2652161044809715,0.9990000128746033,2.4985375722610246,1.0,9.146490037167261,0.9959999918937683,6.068845112539945,0.12999999523162842,4.628778780628857,0.9929999709129333,,,2.001573630921434,1.0,12.966949564180467,0.996999979019165,7.2590140515086405,0.9959999918937683,19.246023095694344,0.5559999942779541,,,4.078425799251478,0.9620000123977661,,,4.718400152594095,1.0,5.349085622795738,1.0,2.0485909791854424,1.0,3.020258267102331,1.0
3486,2.9026734228982702,0.9990000128746033,,,1.0702410943334175,1.0,2.054005355397112,1.0,,,,,4.5841362327051245,0.984000027179718,,,,,1.1104683696530968,1.0,0.506142272488678,1.0,1.7150104955947096,1.0,4.592778788489598,0.9950000047683716,2.872351649781071,0.9980000257492065,0.7911137718432157,1.0,1.6621086005432972,0.9980000257492065,4.582717207072684,0.9980000257492065,2.161158254270132,0.9959999918937683,,,2.580609424147714,1.0,2.4370032827224626,0.9990000128746033,1.5295293393720821,0.9959999918937683,3.5011736603601933,0.9990000128746033,3.5060748708491767,0.9850000143051147,2.0669825833808972,1.0,,,2.7850809683023616,1.0,0.6378087487640748,1.0,4.717385398713993,1.0,1.2460373188632796,1.0
3487,3.7085266616272268,0.9990000128746033,,,0.86130714614475,0.9990000128746033,,,2.5533714966686563,0.9990000128746033,0.2676602323842762,1.0,5.387838620448821,0.9959999918937683,3.256373750047745,1.0,,,4.272225181331151,0.9559999704360962,0.5405922677952264,0.9760000109672546,3.4616851387727268,1.0,1.3344197240748474,1.0,3.3701572663601365,1.0,1.5675637148135342,1.0,2.4348151880584226,0.9990000128746033,,,2.495455870176823,1.0,,,3.1964988659468982,0.9980000257492065,3.9425446097666597,1.0,2.341314588003918,0.9990000128746033,2.7048523065039927,0.9909999966621399,5.173750380526694,0.9760000109672546,1.8150526163172296,1.0,,,1.420968683680259,1.0,1.7328381343911137,1.0,2.600828329590425,1.0,2.4914463670727467,1.0
3488,7.923784070758132,0.878000020980835,,,13.160204329720731,0.875,,,4.438364788973509,0.9929999709129333,5.789866406058098,0.9610000252723694,8.142376618653785,0.40700000524520874,2.5640546016027,0.9990000128746033,,,3.541417795177516,1.0,,,0.901800975825602,1.0,2.3394943898201697,1.0,3.2612098981819604,1.0,2.282152711805232,1.0,3.953941071892695,0.9980000257492065,,,6.30376403428935,0.996999979019165,,,8.421527652391811,0.9980000257492065,3.045482063647707,0.9940000176429749,9.615744224967695,0.9990000128746033,5.797010005166465,0.9929999709129333,11.295180432379114,0.14399999380111694,9.910639535368045,0.503000020980835,,,1.8034461455779536,1.0,2.005634562925159,1.0,2.2218400032405707,1.0,1.372533424001039,0.996999979019165
3489,7.818149717164528,0.9340000152587891,,,23.350757846374073,0.996999979019165,,,16.82818210621695,0.9929999709129333,22.084226407098807,0.9639999866485596,16.639912409625236,0.9990000128746033,4.965739622654404,0.996999979019165,2.7836598211706796,0.9990000128746033,16.424129078888758,0.9409999847412109,2.876918664126591,0.9990000128746033,4.920890671413062,1.0,3.7853808262841997,1.0,2.189138643393798,1.0,3.2912262152577654,1.0,2.443328262841492,0.9990000128746033,,,1.786708705973055,0.9990000128746033,,,12.492664407563343,0.9789999723434448,12.28563168909113,1.0,10.426352238438904,1.0,7.805922431077573,0.9919999837875366,2.3444884303403946,0.9980000257492065,4.246403183872207,0.9909999966621399,20.60547269537876,0.11699999868869781,1.8230537567499285,1.0,1.306972455715867,0.9990000128746033,3.2843454446814753,0.9990000128746033,4.090100854502246,1.0
3490,3.397241380885388,0.9940000176429749,,,2.1372318545258615,0.9980000257492065,,,4.590573057909005,0.9940000176429749,2.9253939905592143,0.9959999918937683,1.2314726955966313,0.9959999918937683,2.268635052184476,0.996999979019165,2.4210008261047666,0.9950000047683716,6.096470536302131,0.9940000176429749,3.992732022062084,0.9909999966621399,4.48808121584269,1.0,1.002617075458034,1.0,0.43997840856115006,1.0,0.4550802127098175,0.9990000128746033,3.723941191802027,0.9860000014305115,4.6776746359703125,1.0,,,,,1.3696751439666552,1.0,3.734959303660479,0.9990000128746033,3.324190126933191,0.9860000014305115,3.025602915122857,0.9990000128746033,,,0.9398595639775152,1.0,,,2.0457656268497533,1.0,0.6650744319247522,1.0,3.7070066091119873,1.0,3.99565176160287,1.0
3491,,,,,,,,,1.5193014842354218,1.0,4.4645548490302955,0.9959999918937683,,,2.630534546437282,0.996999979019165,,,,,,,2.453119646490976,1.0,1.5615998206967088,1.0,2.404064890971117,1.0,1.9745776763652603,0.9990000128746033,2.6427080807383896,0.9919999837875366,,,4.232609596927183,0.9950000047683716,0.555813817748374,0.9990000128746033,3.672154272358388,0.9980000257492065,1.5897550125726845,0.984000027179718,1.1605278971226738,0.9980000257492065,1.9652521466722872,0.9980000257492065,2.6192474109942343,0.9990000128746033,1.6390393527917584,0.9990000128746033,,,4.084759601249501,0.996999979019165,1.261253741322498,1.0,7.379387643971547,0.9990000128746033,4.154436905285726,0.9990000128746033
3492,3.0545089621738075,0.9940000176429749,,,6.591783142670881,0.9760000109672546,,,1.1135474843939182,1.0,2.5621900788192913,1.0,2.6464304260644944,0.9950000047683716,1.432289426058842,0.9980000257492065,2.238596211914969,1.0,4.850574089734118,0.9990000128746033,,,,,0.612402645324143,0.996999979019165,3.6227426074729765,1.0,3.2136574179585415,1.0,4.434636399976884,0.9950000047683716,,,0.5423882373355835,0.996999979019165,,,5.930724239079071,1.0,3.3861230042631325,0.9940000176429749,3.706441150214036,0.9990000128746033,3.152402258595821,1.0,5.05168100734796,0.9990000128746033,3.9086034590375047,0.9940000176429749,,,0.3719408555133437,1.0,0.21966565503054508,1.0,2.45241513614641,1.0,3.016590293692543,1.0
3493,1.0848234879463114,0.9959999918937683,,,2.971535798202657,1.0,2.7055988246597167,1.0,6.219463803255069,0.9950000047683716,7.342621126001264,0.9879999756813049,3.4978604889274814,1.0,2.918154382482178,0.996999979019165,,,1.602408499727833,0.9990000128746033,,,,,7.231356166031379,0.9990000128746033,3.16994006252484,1.0,1.4111385474148284,1.0,2.110331964407479,0.9990000128746033,,,3.3816886314384225,0.9940000176429749,,,1.4624390585593676,1.0,1.7667331434033644,0.9959999918937683,5.147284818231838,1.0,3.3400660173116243,0.9980000257492065,,,1.8013830797473203,0.9980000257492065,,,,,4.731382884527526,1.0,5.813668033178354,1.0,2.055024330756195,1.0
3494,2.260001991149578,0.9829999804496765,1.008146814705077,1.0,3.223181347674983,0.972000002861023,,,6.411394856035637,0.9909999966621399,3.5285239123463468,0.9789999723434448,3.3671015725694997,0.9909999966621399,1.1050221717232684,0.9990000128746033,4.665556022597936,0.996999979019165,3.630796744517664,0.9990000128746033,,,2.161490689316049,0.9959999918937683,3.791445107079871,1.0,0.9461379392033913,0.9980000257492065,,,5.517691636907569,0.9039999842643738,5.636683865536547,0.6919999718666077,4.040535113076009,0.9739999771118164,5.993679754541438,0.7129999995231628,4.504334024026189,0.9789999723434448,1.9249646750005718,0.9750000238418579,8.746659076470294,0.9789999723434448,5.521761494305962,0.8140000104904175,,,3.658533176014673,0.9750000238418579,,,,,,,,,,
3495,1.9483698314231805,0.9990000128746033,,,4.680806874888128,0.9980000257492065,,,1.2477579893553168,1.0,1.025460871998535,1.0,3.4278636203909816,1.0,8.392276687526458,1.0,,,3.9801718555861623,0.984000027179718,2.257724739643876,1.0,3.579461551686205,1.0,2.8412858004783526,1.0,2.8485083815920085,1.0,1.926843273335937,1.0,1.788531520549757,0.9990000128746033,4.8373721171727135,0.9990000128746033,,,,,3.241926896152979,0.9909999966621399,,,1.8511577458444752,0.9850000143051147,125.62251495651564,0.02800000086426735,0.804898130200335,0.9779999852180481,1.226147217914713,1.0,1.4724350579906702,0.9990000128746033,,,,,,,,
3496,5.928144819418614,0.9750000238418579,,,3.6301874607243247,0.9990000128746033,,,4.743978288314568,0.9829999804496765,1.708346861735051,0.9990000128746033,0.2798660393831096,0.9900000095367432,1.1547315705392263,1.0,,,2.396980183480869,0.9990000128746033,,,0.8302150323861763,0.9980000257492065,3.807562606182609,1.0,2.300953932611421,1.0,3.965478281367844,0.9990000128746033,,,,,,,,,4.864897943431061,0.9610000252723694,,,,,5.297570858421795,0.8899999856948853,3.8831740882942847,0.9819999933242798,3.4931364130248195,0.9990000128746033,0.7804639645749161,1.0,0.9058106866227672,1.0,0.8514088324653335,1.0,2.516918751171749,1.0,2.1277372958144998,1.0
3497,11.091265797915028,0.9860000014305115,,,2.9048707372273594,0.9430000185966492,,,14.044126352322532,0.9470000267028809,12.139708439661959,0.9810000061988831,6.640854839551902,0.9860000014305115,34.24356583359859,0.7360000014305115,4.284421197781564,0.9909999966621399,22.758057298460255,0.12300000339746475,,,1.4806880157548508,1.0,2.0018054351010357,1.0,4.753347136492346,1.0,1.4896207571056337,1.0,11.263019577360243,0.9769999980926514,,,5.4404092676929885,0.9850000143051147,,,2.260563646527127,0.9990000128746033,11.82545073136749,0.9900000095367432,4.902555354098521,0.9359999895095825,11.226315513114693,0.9480000138282776,,,13.3312171987407,0.9449999928474426,4.6017975835536165,0.9850000143051147,,,,,,,,
3498,2.4818936318867295,1.0,,,1.760823670899506,0.9990000128746033,,,1.4663942171189928,1.0,7.286878206749467,0.9990000128746033,2.6826293072282446,1.0,1.1125511224209246,0.9990000128746033,0.6059909240244239,1.0,3.030654879724815,1.0,0.5429732958442843,0.9990000128746033,2.477287629646586,1.0,4.57354009493742,1.0,4.135797988296836,1.0,1.8271663854176203,1.0,0.8801982731180654,0.9990000128746033,,,4.152249751640641,0.9990000128746033,2.7129122728168027,0.9779999852180481,1.8930073956537994,0.9990000128746033,2.3399361102389027,1.0,3.5663426644112497,1.0,3.7842497274889246,0.9869999885559082,,,2.194819810371665,0.996999979019165,,,2.8281564666757695,1.0,2.7529772974000295,1.0,3.5589275069885864,1.0,1.5406300659145786,1.0
3499,19.34298076822699,0.7210000157356262,4.284385720263776,0.19699999690055847,,,,,5.378271097666967,0.9829999804496765,3.5180814373746485,0.9990000128746033,1.8209945085035282,0.6779999732971191,6.6111767485070105,0.9589999914169312,1.8482415967616352,0.9950000047683716,3.5053262330345345,0.9950000047683716,4.56513449966155,0.996999979019165,4.179924042372067,0.9990000128746033,,,4.862580384939696,0.9990000128746033,2.811381333081682,1.0,5.8818283721985685,0.9980000257492065,3.3917266988954284,1.0,0.2340961340988139,0.9649999737739563,,,3.151738726481005,0.996999979019165,4.112585561419969,0.9959999918937683,3.997040905469961,0.9760000109672546,2.181033012129809,0.984000027179718,0.9051414254137319,0.9950000047683716,3.566583379089845,0.9929999709129333,4.856670670325513,0.9980000257492065,4.47503575404711,0.9959999918937683,6.153699700180361,1.0,6.354398791388535,0.9990000128746033,1.602210972375358,0.9990000128746033
3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8360795189751498,0.9990000128746033,4.900946133146134,0.9990000128746033,1.4763847736955351,0.996999979019165,,,1.3470920532762622,1.0,7.745520640989862,0.9990000128746033,4.801165275222256,0.9980000257492065,3.814348174983518,0.9990000128746033,1.9423902800415846,1.0,2.017317525824841,1.0,1.4138843658517595,0.9959999918937683,1.7681190570773149,1.0,1.4143903280212529,1.0,5.107137162833991,1.0,2.9203688123249307,1.0
3501,0.36906638969162814,0.9990000128746033,,,4.070541118819426,0.9900000095367432,,,1.9277222310281257,0.9990000128746033,2.249458823806274,1.0,2.2754313876713677,1.0,1.6120477660416803,1.0,0.5850982823423664,0.9990000128746033,3.186243242440867,0.996999979019165,,,1.6571089282240863,1.0,0.4753104248804121,1.0,5.033570700804738,1.0,2.233806840351253,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.189590306428235,0.9850000143051147,2.105418960682162,0.9649999737739563,6.4971720771424994,0.9580000042915344,,,4.655993341919623,0.9919999837875366,9.448460456603499,0.9879999756813049,5.369592349517773,0.949999988079071,5.252549285823026,0.9950000047683716,,,4.071912081565627,0.9100000262260437,,,1.7967005871875203,1.0,2.985506489693156,1.0,1.221960719499608,1.0,2.9367623329101797,1.0
3503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.908261708588902,0.9350000023841858,,,,,2.651131833764579,0.996999979019165,1.0406863120076153,1.0,3.4499999999999886,0.9990000128746033,2.5562883248960846,0.9990000128746033,3.473823541862764,1.0,3.854096262420001,1.0,3.4043178465002204,1.0,0.14916433890176925,1.0
3504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.777472126913963,0.8529999852180481,,,20.87702478802955,0.9610000252723694,,,3.02318060988753,1.0,14.25545972601374,0.9589999914169312,16.41045989605408,0.9869999885559082,8.028053313226094,0.9580000042915344,,,4.3150973337805425,0.9380000233650208,,,3.6506333697044733,1.0,3.456287748437649,1.0,3.485454633186314,1.0,1.8111192671936405,1.0
3505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.315556212764289,0.9810000061988831,,,4.43161482983349,0.9810000061988831,,,0.41336303656711915,1.0,3.3734706164423356,0.9890000224113464,4.33317216366946,1.0,1.6966346100442586,0.9959999918937683,5.886912433525748,1.0,2.115701538497332,0.9980000257492065,,,,,2.024743934427256,1.0,2.7734866143538417,0.9819999933242798,1.897909639577182,0.9819999933242798
3506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6173183437458296,0.9990000128746033,,,5.242921418446,0.9890000224113464,,,1.0573008086632683,0.9990000128746033,2.5962607727268012,0.9980000257492065,1.5087849416003438,0.996999979019165,1.9530010240652782,1.0,7.7953531029710055,0.9990000128746033,1.625444246967574,1.0,,,2.2692873330629504,1.0,2.0509217439970797,1.0,2.165535730483343,1.0,2.278104475216189,1.0
3507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.75415482329738,0.21899999678134918,72.5131513933852,0.07999999821186066,,,,,,,,,,,51.79502277246339,0.11999999731779099,10.194447949742058,0.02199999988079071,,,36.0051643240244,0.48399999737739563,,,65.90354206717574,0.4020000100135803,,,71.1733601637579,0.3790000081062317
3508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.998985910930124,0.9890000224113464,,,1.8535269083560701,0.996999979019165,,,6.302350434560096,0.9750000238418579,10.365364682441223,0.984000027179718,5.090019253401675,0.9980000257492065,11.495726379833517,0.9959999918937683,,,7.801912586026573,0.8960000276565552,,,3.0973604891907676,1.0,2.7004616272037634,0.9990000128746033,6.348090185244684,0.9990000128746033,2.7365397859340477,1.0
3509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5434397130471984,0.9810000061988831,,,5.010437905013903,0.9980000257492065,,,2.5457975174785625,0.9950000047683716,2.8582681819591436,0.9909999966621399,4.174266402614966,0.9940000176429749,2.3467671380007045,0.9819999933242798,1.8841555137514243,0.9959999918937683,1.859576295826538,0.9950000047683716,0.31127640450247995,0.9990000128746033,0.09213576938410713,1.0,0.15478048972658862,1.0,1.3653149819730197,1.0,0.6216148325128729,1.0
3510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08899841036899,0.9860000014305115,,,3.541513377074814,0.9909999966621399,,,4.406637380134655,0.9929999709129333,0.8502617244119552,0.9879999756813049,5.7944781473399125,0.9900000095367432,2.0911489664775234,0.9990000128746033,2.1573543983314294,0.9940000176429749,4.239540069394339,0.9879999756813049,2.7904254155952914,0.9990000128746033,2.096089931276814,1.0,6.808945953670066,1.0,3.918204308098276,0.9980000257492065,1.0664192421369831,1.0
3511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4066819114497857,0.9869999885559082,2.5383289778907767,1.0,3.584902788082278,0.9959999918937683,,,2.3007096731226166,0.9950000047683716,2.0566800917984014,0.9929999709129333,2.688305414196821,0.9890000224113464,0.9954978653920115,0.9959999918937683,4.386695453299651,0.9980000257492065,2.1750202297909715,0.9990000128746033,,,3.481517054388785,1.0,0.45036207655618815,0.9990000128746033,3.064156817135827,1.0,1.8887204663475163,1.0
3512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.321560627175137,0.9990000128746033,,,5.7553881710967065,0.9990000128746033,,,2.5612764395902468,0.9940000176429749,2.032979340770598,0.9990000128746033,4.219398653836823,0.9990000128746033,1.2677231558980053,1.0,,,0.8439443109589891,0.996999979019165,,,2.001068714462359,1.0,0.8537312223410796,1.0,1.620631049930847,1.0,2.006059321156799,1.0
3513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.454525871954053,1.0,4.361139300687368,0.9430000185966492,1.599373940015277,0.9990000128746033,,,0.693000721500351,0.9990000128746033,1.8182436580392622,0.9959999918937683,2.8957596585352134,1.0,1.672092401752989,1.0,,,2.8458223767480564,0.9929999709129333,3.4343711214718513,1.0,1.2163231478517507,1.0,2.546022977115467,1.0,3.535415817128155,1.0,2.878473206406481,1.0
3514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35482488365635,0.9990000128746033,,,1.7409882251181268,0.996999979019165,1.8885277334473995,1.0,6.443974705102449,0.9900000095367432,4.248586235443531,1.0,3.496735763537164,0.9990000128746033,4.39001275624572,0.9990000128746033,,,6.67650694600104,1.0,,,2.3141454146185136,1.0,0.7065479460022646,1.0,0.45898148110792514,1.0,4.2938770359664336,1.0
3515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3915438528281165,0.9990000128746033,,,4.072418568860524,0.9909999966621399,2.963238937379153,0.9990000128746033,3.8752922470440634,1.0,6.37995125373228,1.0,1.38625899456055,0.9980000257492065,3.485186508639087,0.9980000257492065,,,4.930073528863433,0.9539999961853027,,,,,2.820590363735939,1.0,1.372545081226867,1.0,3.326297791840063,1.0
3516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.573132798142666,0.9169999957084656,18.862016567694976,0.039000000804662704,5.882481194190081,0.9120000004768372,,,9.989782980625774,0.996999979019165,8.651521253513739,0.8930000066757202,2.732937247724509,0.050999999046325684,10.351715026989464,0.9850000143051147,,,2.981960764329416,0.9990000128746033,,,0.6664390444744354,0.9990000128746033,3.7928000210925594,1.0,2.3222801295278828,1.0,3.246053912060015,1.0
3517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7471398798082973,0.9990000128746033,,,1.6114865807694319,0.9990000128746033,,,3.2078167029928553,1.0,2.603866548039683,1.0,0.7299760270036227,1.0,2.9462807062464367,1.0,,,5.116412903587829,1.0,,,,,4.613468326541326,1.0,1.9818138156749066,1.0,2.50681351520209,1.0
3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.665652056592399,0.9980000257492065,,,1.8427338386212984,1.0,,,2.013029557656844,0.9990000128746033,1.947351534777429,0.9990000128746033,3.3357278066412914,1.0,1.8306165628006226,0.9980000257492065,0.8730876244684853,0.9990000128746033,5.2922805103282,0.9860000014305115,,,0.6951618516575948,1.0,2.65040468608098,1.0,2.5519531735515697,1.0,3.7242666392190547,1.0
3519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8845057707526327,0.996999979019165,0.29408332152638833,0.9779999852180481,,,3.2636525550370807,0.9990000128746033,2.0051144605732416,1.0,2.857078927856198,0.996999979019165,3.0673522784316725,1.0,1.5140997325143424,1.0
3520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.250484798106509,0.9760000109672546,,,1.4513982913039185,0.9950000047683716,,,2.259852428810352,0.9980000257492065,7.205204022094026,0.9739999771118164,1.685865059843167,0.972000002861023,4.154824785715994,0.9750000238418579,,,3.4230555064153028,0.996999979019165,,,0.780320446995981,1.0,5.348392749228513,1.0,4.467749433439606,1.0,4.064606500019409,1.0
3521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.014343548562092,0.925000011920929,15.09621280321658,0.9869999885559082,,,17.18919593814672,0.984000027179718,7.115133519478016,0.9959999918937683,8.329116219623767,0.968999981880188,4.866049938091483,0.8299999833106995,7.755762889619561,1.0,4.66215593904794,1.0,3.5614000056157566,1.0,3.221100743534733,1.0
3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.049003475669429,0.9200000166893005,,,,,2.05242344558817,0.9129999876022339,,,,,17.831674430630432,0.06199999898672104,,,21.466840848154632,0.03200000151991844,,,1.207755356022075,1.0,5.588964573156638,1.0,1.258644111732944,1.0,4.480981700475911,1.0
3523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.585978110580042,0.7820000052452087,,,9.667778234941064,0.9729999899864197,,,42.08828764632744,0.6549999713897705,6.660027102046954,0.9929999709129333,8.870438376991281,1.0,,,,,10.529032244228327,0.7400000095367432,4.362854570118039,0.9950000047683716,1.975253148333153,1.0,8.225448619984212,1.0,2.777773388885418,1.0,1.8749018640984858,1.0
